ID_Review,Review_Date,Gambar_Ke,Image_FileName,Kamar,Kebersihan,Pelayanan,Harga,Lokasi,Fasilitas,Makanan
32,9/6/2025,1,R32_G1_2a796280.jpg,None,Positif,None,None,None,Positif,None
32,9/6/2025,2,R32_G2_42e81b4f.jpg,None,Netral,None,None,Positif,None,None
33,8/30/2025,1,R33_G1_417c4f4f.jpg,Positif,Positif,None,None,None,None,None
34,8/2/2025,1,R34_G1_e507895f.jpg,Positif,Positif,None,None,None,None,None
34,8/2/2025,2,R34_G2_5987a4c0.jpg,Positif,Positif,None,None,None,None,None
35,7/19/2025,1,R35_G1_73c5fd27.jpg,None,Positif,None,None,None,Positif,None
35,7/19/2025,2,R35_G2_0dc3d85e.jpg,None,Positif,None,None,None,None,Positif
35,7/19/2025,3,R35_G3_c01e645f.jpg,None,Positif,None,None,None,Positif,Positif
35,7/19/2025,4,R35_G4_c783b75d.jpg,Positif,Positif,None,None,None,None,None
35,7/19/2025,5,R35_G5_74c9a858.jpg,Positif,Positif,None,None,None,None,None
35,7/19/2025,6,R35_G6_e827542c.jpg,Positif,Positif,None,None,None,None,None
36,7/19/2025,1,R36_G1_d3ea8429.jpg,None,None,None,None,Positif,None,None
37,7/12/2025,1,R37_G1_cc3a954f.jpg,None,Positif,None,None,Positif,Positif,None
38,7/12/2025,1,R38_G1_69bcb9be.jpg,Netral,Positif,None,None,None,None,None
39,6/28/2025,1,R39_G1_ad518099.jpg,None,Positif,None,None,None,Positif,None
40,6/7/2025,1,R40_G1_fef9b200.jpg,None,None,None,None,Positif,None,None
41,6/7/2025,1,R41_G1_2167c656.jpg,Netral,Positif,None,None,None,None,None
41,6/7/2025,2,R41_G2_b28fdd8c.jpg,Positif,Positif,None,None,None,None,None
41,6/7/2025,3,R41_G3_3d003d6b.jpg,Netral,Netral,None,None,None,None,None
42,5/24/2025,1,R42_G1_651e3b39.jpg,None,Positif,None,None,Positif,Positif,None
43,5/24/2025,1,R43_G1_90b7aab2.jpg,Negatif,Negatif,None,None,None,None,None
44,5/24/2025,1,R44_G1_3ad588c3.jpg,Positif,Positif,None,None,None,None,None
44,5/24/2025,2,R44_G2_e9fe326c.jpg,Netral,Positif,None,None,None,None,None
44,5/24/2025,3,R44_G3_c1417526.jpg,None,Positif,None,None,None,Positif,None
44,5/24/2025,4,R44_G4_edc5b438.jpg,Netral,Netral,None,None,None,None,None
45,5/10/2025,1,R45_G1_8ef73f40.jpg,Netral,Netral,None,None,None,None,None
46,5/10/2025,1,R46_G1_675cf916.jpg,Positif,Positif,None,None,Netral,None,None
47,5/10/2025,1,R47_G1_95186b2e.jpg,Positif,Positif,None,None,None,None,None
48,5/10/2025,1,R48_G1_225bf727.jpg,Positif,Positif,None,None,None,None,None
48,5/10/2025,2,R48_G2_fc027d01.jpg,Positif,Positif,None,None,None,None,None
48,5/10/2025,3,R48_G3_77577218.jpg,Positif,Positif,None,None,None,None,None
49,4/12/2025,1,R49_G1_f891d445.jpg,None,Positif,None,None,Positif,Positif,None
50,4/12/2025,1,R50_G1_68b72a4b.jpg,Netral,Netral,None,None,None,None,None
51,4/12/2025,1,R51_G1_64ef3433.jpg,Netral,Netral,None,None,None,None,None
52,4/5/2025,1,R52_G1_3c461ee2.jpg,Positif,Positif,None,None,None,None,None
52,4/5/2025,2,R52_G2_399fe23b.jpg,Positif,Positif,None,None,Netral,None,None
53,4/5/2025,1,R53_G1_0fcc1fd0.jpg,Netral,Netral,None,None,None,None,None
53,4/5/2025,2,R53_G2_85dcdd44.jpg,Netral,Netral,None,None,None,None,None
54,3/15/2025,1,R54_G1_53b9ae88.jpg,Netral,Positif,None,None,None,None,None
54,3/15/2025,2,R54_G2_5ad7b769.jpg,Netral,Netral,None,None,None,None,None
55,3/1/2025,1,R55_G1_82f0868c.jpg,Positif,Positif,None,None,None,None,None
55,3/1/2025,2,R55_G2_d497335a.jpg,None,None,None,None,Positif,None,None
56,2/22/2025,1,R56_G1_0b5c3635.jpg,None,None,None,None,Positif,None,None
56,2/22/2025,2,R56_G2_8df2e921.jpg,None,None,None,None,Positif,None,None
57,2/8/2025,1,R57_G1_6bd34ed6.jpg,None,Positif,None,Positif,None,Positif,None
58,2/1/2025,1,R58_G1_b5b746e2.jpg,Positif,Positif,None,None,Positif,None,None
59,2/1/2025,1,R59_G1_de2985b1.jpg,Netral,Netral,None,None,Positif,None,None
60,1/25/2025,1,R60_G1_6e5b5b36.jpg,None,None,None,None,Positif,None,None
61,1/11/2025,1,R61_G1_b36e245c.jpg,None,Netral,None,None,None,None,Positif
62,1/4/2025,1,R62_G1_9ae34723.jpg,Netral,Positif,None,Positif,None,None,None
62,1/4/2025,2,R62_G2_9dfd791b.jpg,Positif,Positif,None,None,None,None,None
63,12/28/2024,1,R63_G1_fc22e0a7.jpg,Positif,Positif,None,None,None,None,None
64,12/28/2024,1,R64_G1_f06136de.jpg,None,None,None,None,Positif,None,None
65,9/14/2024,1,R65_G1_85eb4c8e.jpg,None,None,None,None,Positif,None,None
66,8/24/2024,1,R66_G1_d101d5e4.jpg,Netral,Positif,None,None,None,None,None
66,8/24/2024,2,R66_G2_190bcdce.jpg,None,None,None,None,Positif,None,None
67,7/20/2024,1,R67_G1_28be8d62.jpg,None,None,None,None,Positif,None,None
68,7/13/2024,1,R68_G1_c8d9cc6e.jpg,None,None,None,None,Positif,None,None
68,7/13/2024,2,R68_G2_1adc2c05.jpg,None,Positif,None,None,None,None,Positif
68,7/13/2024,3,R68_G3_3260b645.jpg,None,Positif,None,None,None,None,Positif
69,7/6/2024,1,R69_G1_8457466e.jpg,None,Positif,None,None,Positif,Positif,None
70,6/22/2024,1,R70_G1_b4caabaf.jpg,None,Positif,None,None,Positif,Positif,None
71,6/15/2024,1,R71_G1_2aaa01c6.jpg,None,Netral,None,None,Positif,None,None
72,4/20/2024,1,R72_G1_635fe6fd.jpg,None,Positif,Positif,None,None,Positif,None
72,4/20/2024,2,R72_G2_df170fec.jpg,None,None,None,None,Positif,None,None
72,4/20/2024,3,R72_G3_cfd72e41.jpg,None,Positif,None,None,None,Positif,None
73,4/13/2024,1,R73_G1_da386377.jpg,Positif,Positif,None,None,Positif,None,None
73,4/13/2024,2,R73_G2_40c4144e.jpg,None,Positif,None,None,Positif,Positif,None
74,4/6/2024,1,R74_G1_2377f6a5.jpg,Positif,Positif,None,None,None,None,None
75,3/9/2024,1,R75_G1_5ea06f8b.jpg,Netral,Positif,None,None,None,None,None
76,12/16/2023,1,R76_G1_f055d7a9.jpg,Positif,Positif,None,None,None,None,None
76,12/16/2023,2,R76_G2_fcb73b15.jpg,None,Positif,None,None,None,Positif,None
77,12/16/2023,1,R77_G1_c1852351.jpg,None,Positif,None,None,None,Positif,None
78,12/2/2023,1,R78_G1_1f3e613f.jpg,Positif,Positif,None,None,None,None,None
79,11/18/2023,1,R79_G1_ff7c8763.jpg,None,Netral,None,None,Positif,Positif,None
79,11/18/2023,2,R79_G2_e2138a05.jpg,None,Negatif,None,None,Positif,None,None
80,11/18/2023,1,R80_G1_9e0e4723.jpg,None,Netral,None,None,Positif,None,None
81,11/18/2023,1,R81_G1_2c385e9c.jpg,Netral,Netral,None,None,None,None,None
82,11/18/2023,1,R82_G1_1d54a755.jpg,Netral,Netral,None,None,None,None,None
83,10/28/2023,1,R83_G1_44830305.jpg,None,Positif,None,None,None,Positif,None
83,10/28/2023,2,R83_G2_61f15933.jpg,None,Positif,None,None,None,Positif,None
83,10/28/2023,3,R83_G3_f77e7ce8.jpg,Positif,Positif,None,None,None,None,None
84,9/30/2023,1,R84_G1_40d08fe9.jpg,Positif,Positif,None,None,Netral,None,None
84,9/30/2023,2,R84_G2_169a09cb.jpg,Positif,Positif,None,None,None,None,None
84,9/30/2023,3,R84_G3_4596d37a.jpg,Positif,Positif,None,None,None,None,None
85,9/30/2023,1,R85_G1_d6f615fe.jpg,None,Positif,None,None,None,Positif,None
85,9/30/2023,2,R85_G2_20e0b436.jpg,None,Positif,None,None,None,None,Positif
85,9/30/2023,3,R85_G3_34c100c8.jpg,None,Positif,None,None,None,Positif,None
86,9/23/2023,1,R86_G1_6dd8cb37.jpg,None,None,None,None,Positif,None,None
86,9/23/2023,2,R86_G2_71847fc9.jpg,None,None,None,None,Positif,None,None
86,9/23/2023,3,R86_G3_24f234e0.jpg,Negatif,Negatif,None,None,None,None,None
86,9/23/2023,4,R86_G4_920c6be7.jpg,Positif,Positif,None,None,None,None,None
86,9/23/2023,5,R86_G5_e26342fd.jpg,Netral,Netral,None,None,Positif,None,None
86,9/23/2023,6,R86_G6_998f9007.jpg,Netral,Netral,None,None,None,None,None
87,9/2/2023,1,R87_G1_7df67755.jpg,None,Netral,None,None,None,Positif,None
88,7/1/2023,1,R88_G1_cbe0324b.jpg,None,Positif,None,None,None,Positif,None
88,7/1/2023,2,R88_G2_9fa3d5fd.jpg,None,Positif,None,None,None,Positif,None
89,5/27/2023,1,R89_G1_b51d00cb.jpg,Positif,Positif,None,None,None,None,None
90,4/29/2023,1,R90_G1_6c6aa65d.jpg,None,None,None,None,Positif,None,None
91,4/22/2023,1,R91_G1_ca8ed348.jpg,Netral,Netral,None,None,None,None,None
91,4/22/2023,2,R91_G2_5a1fdeaa.jpg,None,Positif,None,None,None,None,Positif
91,4/22/2023,3,R91_G3_f63ce778.jpg,None,None,None,None,Positif,None,None
92,2/25/2023,1,R92_G1_174d9065.jpg,None,Netral,None,None,Positif,Positif,None
93,1/14/2023,1,R93_G1_ac5125f5.jpg,Positif,Positif,None,None,None,None,None
94,12/10/2022,1,R94_G1_50118e54.jpg,Netral,Positif,None,None,None,None,None
95,12/10/2022,1,R95_G1_b2a93670.jpg,Netral,Netral,None,None,None,None,None
95,12/10/2022,2,R95_G2_6099b36d.jpg,Negatif,Negatif,None,None,None,None,None
95,12/10/2022,3,R95_G3_a73cfc50.jpg,Netral,Positif,Positif,None,None,None,None
96,10/29/2022,1,R96_G1_374fa1f1.jpg,Negatif,Negatif,None,None,None,None,None
97,10/29/2022,1,R97_G1_af868f5d.jpg,None,Positif,None,None,None,Positif,None
97,10/29/2022,2,R97_G2_0e7b2c86.jpg,None,Netral,None,None,Positif,None,None
97,10/29/2022,3,R97_G3_5fb86fd5.jpg,None,None,None,None,Positif,None,None
97,10/29/2022,4,R97_G4_5a03c118.jpg,Positif,Positif,None,None,None,None,None
97,10/29/2022,5,R97_G5_967dc861.jpg,Netral,Netral,None,None,Positif,None,None
98,10/8/2022,1,R98_G1_cfe37c00.jpg,Netral,Positif,None,None,None,None,None
99,10/1/2022,1,R99_G1_5f586c0f.jpg,Netral,Netral,None,None,None,None,None
100,9/24/2022,1,R100_G1_3131b00a.jpg,None,Netral,None,None,None,Positif,None
100,9/24/2022,2,R100_G2_a4e9a23b.jpg,Positif,Positif,None,None,Positif,None,None
100,9/24/2022,3,R100_G3_4541d369.jpg,None,Netral,None,None,None,None,None
100,9/24/2022,4,R100_G4_70815ec9.jpg,Positif,Positif,None,None,Netral,None,None
100,9/24/2022,5,R100_G5_898c941e.jpg,Positif,Positif,None,None,None,None,None
100,9/24/2022,6,R100_G6_57cc0cdf.jpg,None,Positif,None,None,None,Positif,None
100,9/24/2022,7,R100_G7_5a2d3bd7.jpg,None,Positif,None,None,Positif,Positif,None
100,9/24/2022,8,R100_G8_ebba5984.jpg,None,None,None,None,Positif,None,None
100,9/24/2022,9,R100_G9_85950823.jpg,None,Positif,Positif,None,None,Positif,None
101,9/3/2022,1,R101_G1_b6d6146a.jpg,None,Netral,None,None,None,None,Positif
102,8/6/2022,1,R102_G1_3c98f414.jpg,None,Netral,None,None,None,Positif,None
103,5/21/2022,1,R103_G1_daf9c115.jpg,None,Positif,None,None,None,None,Positif
103,5/21/2022,2,R103_G2_be1a8d44.jpg,None,Positif,None,None,Positif,Positif,None
104,5/14/2022,1,R104_G1_a9dac7e6.jpg,Netral,Netral,None,None,None,None,None
104,5/14/2022,2,R104_G2_0694ea20.jpg,Netral,Positif,None,None,None,None,None
104,5/14/2022,3,R104_G3_69336420.jpg,Negatif,Negatif,None,None,None,None,None
104,5/14/2022,4,R104_G4_bb4dc44a.jpg,Netral,Netral,None,None,None,None,None
105,4/23/2022,1,R105_G1_015e9d9f.jpg,None,Positif,None,None,Positif,Positif,None
106,2/26/2022,1,R106_G1_cd744218.jpg,None,Netral,None,None,None,None,Netral
106,2/26/2022,2,R106_G2_63b7513c.jpg,None,None,None,None,Positif,None,None
106,2/26/2022,3,R106_G3_0bed0b24.jpg,None,Positif,None,None,None,None,Positif
107,2/19/2022,1,R107_G1_c6033b5d.jpg,Netral,Netral,None,None,None,None,None
108,1/22/2022,1,R108_G1_25345c00.jpg,Netral,Positif,None,None,None,None,None
108,1/22/2022,2,R108_G2_9d86503d.jpg,Netral,Positif,None,None,None,None,None
108,1/22/2022,3,R108_G3_472b1453.jpg,Positif,Positif,None,None,None,None,None
108,1/22/2022,4,R108_G4_15358604.jpg,Netral,Positif,None,None,None,None,None
108,1/22/2022,5,R108_G5_ad063af7.jpg,Positif,Positif,None,None,None,None,None
108,1/22/2022,6,R108_G6_27a9fe3d.jpg,Positif,Positif,None,None,Positif,None,None
108,1/22/2022,7,R108_G7_696186be.jpg,Positif,Positif,None,None,None,None,None
109,1/22/2022,1,R109_G1_5878f069.jpg,Netral,Netral,None,None,None,None,None
109,1/22/2022,2,R109_G2_d90d1961.jpg,Netral,Netral,None,None,None,None,None
109,1/22/2022,3,R109_G3_9b12676f.jpg,None,Positif,None,None,None,Positif,Positif
109,1/22/2022,4,R109_G4_7fa54a04.jpg,None,Positif,None,None,None,None,Positif
110,12/18/2021,1,R110_G1_d1e3d616.jpg,Negatif,Negatif,None,None,None,None,None
111,12/4/2021,1,R111_G1_abf502ab.jpg,Positif,Positif,None,None,None,None,None
111,12/4/2021,2,R111_G2_dac1d67d.jpg,None,Positif,None,None,Positif,Positif,None
112,11/13/2021,1,R112_G1_8a54e5b8.jpg,None,Negatif,None,None,None,None,None
112,11/13/2021,2,R112_G2_0981e927.jpg,Netral,Netral,None,None,None,None,None
113,10/23/2021,1,R113_G1_cfb95c14.jpg,None,Positif,None,None,None,Positif,None
114,10/23/2021,1,R114_G1_282900f9.jpg,Netral,Netral,None,None,None,None,None
114,10/23/2021,2,R114_G2_f74fbcc6.jpg,Netral,Netral,None,None,None,None,None
114,10/23/2021,3,R114_G3_504cb0ed.jpg,Negatif,Negatif,None,None,None,None,None
115,10/16/2021,1,R115_G1_47caf451.jpg,None,Netral,None,None,None,None,Positif
116,10/2/2021,1,R116_G1_b950058f.jpg,Negatif,Negatif,None,None,None,None,None
116,10/2/2021,2,R116_G2_6ba1f50f.jpg,Positif,Positif,None,None,None,None,None
117,10/2/2021,1,R117_G1_f78fe302.jpg,Positif,Positif,None,None,None,None,None
117,10/2/2021,2,R117_G2_367cd2be.jpg,Netral,Positif,None,None,None,None,None
118,10/2/2021,1,R118_G1_295029a7.jpg,Netral,Positif,None,None,None,None,None
119,6/5/2021,1,R119_G1_542301ac.jpg,Netral,Negatif,None,None,None,None,None
120,5/29/2021,1,R120_G1_0288e82d.jpg,Positif,Positif,None,None,None,None,None
120,5/29/2021,2,R120_G2_f2f862ea.jpg,Netral,Positif,None,None,None,None,None
120,5/29/2021,3,R120_G3_01d3cf72.jpg,Netral,Netral,None,None,None,None,None
120,5/29/2021,4,R120_G4_86af46d7.jpg,None,Positif,None,None,None,Positif,None
120,5/29/2021,5,R120_G5_88f588ba.jpg,None,None,None,None,Positif,None,None
120,5/29/2021,6,R120_G6_0340772a.jpg,None,None,None,None,Positif,None,None
121,4/17/2021,1,R121_G1_4c7ce7eb.jpg,Negatif,Negatif,None,None,None,None,None
122,4/17/2021,1,R122_G1_9ab3117d.jpg,None,None,None,None,Positif,None,None
123,4/10/2021,1,R123_G1_c22cd5db.jpg,Netral,Netral,None,None,Positif,None,None
123,4/10/2021,2,R123_G2_b55c5a4e.jpg,None,None,None,None,Positif,None,None
124,4/3/2021,1,R124_G1_af961f87.jpg,Netral,Netral,None,None,Positif,None,None
125,3/6/2021,1,R125_G1_650d3047.jpg,None,Netral,None,None,Positif,None,None
125,3/6/2021,2,R125_G2_2f3a4ada.jpg,Negatif,Negatif,None,None,None,None,None
126,2/13/2021,1,R126_G1_8a0e7468.jpg,Netral,Netral,None,None,None,None,None
127,1/2/2021,1,R127_G1_4d3b5c12.jpg,None,None,None,None,Positif,None,None
127,1/2/2021,2,R127_G2_767a592d.jpg,None,None,None,None,Positif,None,None
128,12/26/2020,1,R128_G1_6fb34b50.jpg,Netral,Netral,None,None,None,None,None
128,12/26/2020,2,R128_G2_d991b654.jpg,Netral,Netral,None,None,None,None,None
129,12/5/2020,1,R129_G1_56d30963.jpg,None,Positif,None,None,None,None,Positif
130,12/5/2020,1,R130_G1_2236c632.jpg,Negatif,Negatif,None,None,None,None,None
130,12/5/2020,2,R130_G2_42724159.jpg,Negatif,Negatif,None,None,None,None,None
131,11/21/2020,1,R131_G1_3784da38.jpg,Netral,Positif,None,None,None,None,None
132,11/7/2020,1,R132_G1_2a458276.jpg,Netral,Positif,None,None,None,None,None
132,11/7/2020,2,R132_G2_c73bcf62.jpg,Netral,Netral,None,None,None,None,None
133,11/7/2020,1,R133_G1_839b4c98.jpg,Netral,Positif,None,None,None,None,None
133,11/7/2020,2,R133_G2_3c830df2.jpg,Positif,Positif,None,None,None,None,None
133,11/7/2020,3,R133_G3_281c2c7b.jpg,Netral,Netral,None,None,None,None,None
133,11/7/2020,4,R133_G4_b283ae52.jpg,Netral,Positif,None,None,None,None,None
133,11/7/2020,5,R133_G5_e26b66b8.jpg,Netral,Positif,None,None,None,None,None
134,10/31/2020,1,R134_G1_1f32d939.jpg,Netral,Netral,None,None,None,None,None
134,10/31/2020,2,R134_G2_f0b94f2a.jpg,Netral,Netral,None,None,None,None,None
135,10/31/2020,1,R135_G1_4c4ea8b5.jpg,None,None,None,None,Positif,None,None
136,10/31/2020,1,R136_G1_d78b3dce.jpg,Positif,Positif,None,None,None,None,None
136,10/31/2020,2,R136_G2_16e0f661.jpg,Positif,Positif,None,None,None,None,None
137,10/10/2020,1,R137_G1_7eaa4143.jpg,Netral,Netral,None,None,None,None,None
138,9/26/2020,1,R138_G1_1050ebfe.jpg,None,Positif,Positif,None,None,Positif,None
139,9/12/2020,1,R139_G1_be69ce03.jpg,Positif,Positif,None,None,None,None,None
139,9/12/2020,2,R139_G2_b86bcef5.jpg,None,Positif,None,None,None,None,Positif
139,9/12/2020,3,R139_G3_e08b5e18.jpg,Netral,Positif,None,None,None,None,None
139,9/12/2020,4,R139_G4_4a1833e6.jpg,None,Positif,None,None,None,None,Positif
139,9/12/2020,5,R139_G5_00084045.jpg,Positif,Positif,None,None,None,None,None
140,9/5/2020,1,R140_G1_71f3c7a0.jpg,Netral,Positif,None,None,None,None,None
141,9/5/2020,1,R141_G1_cdac2820.jpg,Netral,Netral,None,None,None,None,None
142,8/22/2020,1,R142_G1_5b9141ca.jpg,None,Positif,None,None,None,Positif,None
142,8/22/2020,2,R142_G2_ece54708.jpg,None,Positif,None,None,None,Positif,None
142,8/22/2020,3,R142_G3_c6033e7a.jpg,None,Positif,None,None,None,Positif,None
142,8/22/2020,4,R142_G4_32df330f.jpg,None,Positif,Positif,None,None,Positif,None
143,8/15/2020,1,R143_G1_b860fda6.jpg,Netral,Positif,None,None,None,None,None
143,8/15/2020,2,R143_G2_2322578f.jpg,Netral,Netral,None,None,None,None,None
144,8/15/2020,1,R144_G1_34686074.jpg,Negatif,Negatif,None,None,None,None,None
144,8/15/2020,2,R144_G2_e88bed93.jpg,Negatif,Negatif,None,None,None,None,None
144,8/15/2020,3,R144_G3_e119303a.jpg,Negatif,Negatif,None,None,None,None,None
145,8/15/2020,1,R145_G1_4323125d.jpg,Positif,Positif,None,None,None,None,None
146,8/8/2020,1,R146_G1_41c2117f.jpg,Positif,Positif,None,None,None,None,None
146,8/8/2020,2,R146_G2_95c51f08.jpg,Positif,Positif,None,None,None,None,None
147,8/1/2020,1,R147_G1_5491b774.jpg,Netral,Positif,None,None,None,None,None
148,7/11/2020,1,R148_G1_03894642.jpg,Netral,Positif,None,None,None,None,None
148,7/11/2020,2,R148_G2_26fb40ea.jpg,Netral,Netral,None,None,None,None,None
148,7/11/2020,3,R148_G3_81893248.jpg,Netral,Positif,None,None,None,None,None
148,7/11/2020,4,R148_G4_383c93ed.jpg,Negatif,Negatif,None,None,None,None,None
149,7/11/2020,1,R149_G1_bd113c80.jpg,None,None,None,None,Positif,None,None
150,7/4/2020,1,R150_G1_02128f92.jpg,None,None,None,None,Positif,None,None
151,7/4/2020,1,R151_G1_a5bb0049.jpg,None,None,None,None,Positif,None,None
152,6/13/2020,1,R152_G1_13018167.jpg,Positif,Positif,None,None,None,None,None
153,5/30/2020,1,R153_G1_749072d1.jpg,Positif,Positif,None,None,None,None,None
153,5/30/2020,2,R153_G2_d04a7cfb.jpg,Netral,Netral,None,None,None,None,None
153,5/30/2020,3,R153_G3_f9a406fb.jpg,Netral,Netral,None,None,None,None,None
153,5/30/2020,4,R153_G4_362d39a2.jpg,Netral,Positif,None,None,None,None,None
